competition,season,referee,red_card_home,red_card_away,total_red_card_1t,total_red_card_2t,total_red_card_match,total_yel_card_home,total_yel_card_away,total_yel_card_match,total_yel_card_1t,total_yel_card_2t,total_first_yel_card,total_first_yel_card_home,total_first_yel_card_away,total_second_yel_card,total_second_yel_card_home,total_second_yel_card_away,total_expulsions,total_tackle,total_fk_foul,total_penalty_match,total_hand_ball,total_fouls_home,total_fouls_away,total_fouls_match,foul_per_tackle,fk_per_tackle
english_premier_league,2014/2015,Phil Dowd,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,2.0,2.6666666666666665,4.666666666666667,1.4285714285714286,3.238095238095238,4.523809523809524,1.9523809523809523,2.5714285714285716,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.19047619047619047,37.23809523809524,23.428571428571427,0.19047619047619047,1.619047619047619,13.142857142857142,11.904761904761905,25.047619047619047,0.7326197731599972,0.6869313430273779
english_premier_league,2014/2015,Robert Madley,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,1.4545454545454546,2.5454545454545454,1.0,1.5454545454545454,2.5454545454545454,1.0909090909090908,1.4545454545454546,0.0,0.0,0.0,0.0,39.54545454545455,19.454545454545453,0.0,1.0909090909090908,9.0,11.545454545454545,20.545454545454547,0.5949224407078165,0.5642091733721583
english_premier_league,2014/2015,Roger East,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,1.2941176470588236,1.8823529411764706,3.176470588235294,0.8235294117647058,2.3529411764705883,3.1176470588235294,1.2352941176470589,1.8823529411764706,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,36.411764705882355,24.176470588235293,0.17647058823529413,0.7058823529411765,12.352941176470589,12.529411764705882,24.88235294117647,0.7305124026654075,0.7099356206920091
english_premier_league,2014/2015,Stuart Attwell,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,15.0,0.0,2.0,10.0,7.0,17.0,0.38636363636363635,0.3409090909090909
english_premier_league,2015/2016,Andre Marriner,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,1.6666666666666667,2.0,3.6666666666666665,1.2083333333333333,2.4583333333333335,3.5833333333333335,1.6666666666666667,1.9166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,42.0,19.041666666666668,0.4166666666666667,0.7083333333333334,10.666666666666666,9.083333333333334,19.75,0.4910335996330973,0.47426872328688546
english_premier_league,2015/2016,Anthony Taylor,0.0967741935483871,0.03225806451612903,0.0,0.12903225806451613,0.12903225806451613,1.6129032258064515,1.903225806451613,3.5161290322580645,1.1290322580645162,2.3870967741935485,3.4838709677419355,1.5806451612903225,1.903225806451613,0.03225806451612903,0.03225806451612903,0.0,0.16129032258064516,38.67741935483871,20.483870967741936,0.22580645161290322,0.5161290322580645,11.193548387096774,9.806451612903226,21.0,0.5681722624355164,0.5540678008949871
english_premier_league,2015/2016,Craig Pawson,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,1.3571428571428572,1.8214285714285714,3.1785714285714284,1.0,2.1785714285714284,3.142857142857143,1.3214285714285714,1.8214285714285714,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,38.535714285714285,20.857142857142858,0.17857142857142858,0.42857142857142855,11.392857142857142,9.892857142857142,21.285714285714285,0.5944897711412526,0.5825633052067488
english_premier_league,2015/2016,Graham Scott,0.25,0.0,0.25,0.0,0.25,1.75,2.25,4.0,0.75,3.25,4.0,1.75,2.25,0.0,0.0,0.0,0.25,32.75,22.25,0.25,0.75,14.75,8.25,23.0,0.6933427012056044,0.6727781850765722
english_premier_league,2015/2016,Jonathan Moss,0.04,0.04,0.04,0.04,0.08,1.36,1.76,3.12,1.08,2.04,3.0,1.32,1.68,0.12,0.04,0.08,0.2,37.36,21.16,0.28,0.56,11.76,9.96,21.72,0.6172984090079681,0.602152149046316
english_premier_league,2015/2016,Keith Stroud,0.0,0.5,0.0,0.5,0.5,3.0,2.0,5.0,0.5,4.5,5.0,3.0,2.0,0.0,0.0,0.0,0.5,30.0,25.5,0.0,2.0,13.5,14.0,27.5,0.9196428571428572,0.8549107142857143
english_premier_league,2015/2016,Kevin Friend,0.0,0.05,0.0,0.05,0.05,1.6,1.65,3.25,1.2,2.05,3.15,1.55,1.6,0.1,0.05,0.05,0.15,36.65,20.15,0.2,1.05,10.3,10.9,21.2,0.6179223239121145,0.5899194220850272
